City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
262,Fiumicino,IT,41.7675,12.2291,55.38,83,40,5.75,scattered clouds,2022-02-14 19:29:59
263,Hibbing,US,47.4272,-92.9377,11.7,66,0,10.36,clear sky,2022-02-14 19:29:59
264,Flinders,AU,-34.5833,150.8552,68.38,83,30,5.99,scattered clouds,2022-02-14 19:30:00
265,Prestea,GH,5.4327,-2.1428,76.37,90,100,7.7,moderate rain,2022-02-14 19:30:00
266,Adrar,MR,20.5022,-10.0711,66.38,17,100,10.38,overcast clouds,2022-02-14 19:30:01
267,Emerald,AU,-23.5333,148.1667,69.94,83,0,8.05,clear sky,2022-02-14 19:30:01
268,Pagudpud,PH,18.5616,120.7868,73.11,89,72,16.84,light rain,2022-02-14 19:30:02
269,Portland,US,45.5234,-122.6762,49.93,86,75,5.75,broken clouds,2022-02-14 19:30:03
270,Lorengau,PG,-2.0226,147.2712,79.52,82,51,2.51,broken clouds,2022-02-14 19:30:04
271,Evensk,RU,61.95,159.2333,0.43,68,99,11.63,overcast clouds,2022-02-14 19:30:05
272,Parbatipur,BD,25.6649,88.9247,62.91,52,0,5.08,clear sky,2022-02-14 19:30:05
273,Lata,PT,40.1629,-8.3327,53.82,93,7,2.21,clear sky,2022-02-14 19:30:06
274,Bonthe,SL,7.5264,-12.505,79.79,79,9,7.11,clear sky,2022-02-14 19:30:07
275,Kismayo,SO,-0.3582,42.5454,77.56,80,84,14.2,broken clouds,2022-02-14 19:30:08
276,Butembo,CD,0.15,29.2833,63.41,58,59,2.86,broken clouds,2022-02-14 19:30:08
277,Ahipara,NZ,-35.1667,173.1667,64.78,70,1,4.76,clear sky,2022-02-14 19:30:09
278,Guadalajara,MX,20.6667,-103.3333,71.31,28,75,0.0,broken clouds,2022-02-14 19:30:07
279,Helena,US,46.5927,-112.0361,47.98,46,20,5.75,few clouds,2022-02-14 19:30:09
280,Nishihara,JP,26.1842,127.7558,61.88,72,75,10.36,broken clouds,2022-02-14 19:30:10
281,Winnemucca,US,40.973,-117.7357,57.11,26,0,16.11,clear sky,2022-02-14 19:29:07
282,Tucurui,BR,-3.7661,-49.6725,77.34,87,99,2.48,overcast clouds,2022-02-14 19:30:10
283,Filingue,NE,14.3521,3.3168,81.97,10,0,8.81,clear sky,2022-02-14 19:30:10
284,Trelleborg,SE,55.3751,13.1569,44.37,91,19,14.09,few clouds,2022-02-14 19:30:11
285,Kokkola,FI,63.8385,23.1307,17.04,89,0,5.75,clear sky,2022-02-14 19:30:11
286,Pochutla,MX,15.7432,-96.4661,89.42,31,10,8.48,clear sky,2022-02-14 19:30:11
287,Disna,BY,55.568,28.1971,30.0,87,90,12.77,overcast clouds,2022-02-14 19:30:12
288,Anadyr,RU,64.75,177.4833,-35.9,73,20,6.71,mist,2022-02-14 19:30:12
289,Portales,US,34.1862,-103.3344,63.1,20,0,15.46,clear sky,2022-02-14 19:30:12
290,Kamaishi,JP,39.2667,141.8833,32.58,77,98,3.31,overcast clouds,2022-02-14 19:30:13
291,Kavaratti,IN,10.5669,72.642,80.4,72,0,2.19,clear sky,2022-02-14 19:30:13
292,Soe,ID,-9.8607,124.284,66.27,93,54,4.38,broken clouds,2022-02-14 19:30:13
293,Wukari,NG,7.85,9.7833,83.34,13,1,5.01,clear sky,2022-02-14 19:30:14
294,Xuddur,SO,4.1213,43.8894,78.17,31,100,11.34,overcast clouds,2022-02-14 19:30:14
295,Primorsk,UA,46.7348,36.3443,36.1,77,0,11.72,clear sky,2022-02-14 19:30:14
296,Altos Del Rosario,CO,8.7944,-74.1658,95.54,38,86,3.11,overcast clouds,2022-02-14 19:30:15
297,Wanning,CN,18.8003,110.3967,66.99,92,100,8.19,overcast clouds,2022-02-14 19:30:15
298,San Clemente,US,33.427,-117.612,84.04,39,26,1.99,scattered clouds,2022-02-14 19:25:57
299,Kinango,KE,-4.1372,39.3153,74.52,89,100,2.01,overcast clouds,2022-02-14 19:30:15
300,Jinchang,CN,38.4953,102.1739,23.18,57,3,5.23,clear sky,2022-02-14 19:30:16
301,Torbay,CA,47.6666,-52.7314,25.75,93,100,32.01,snow,2022-02-14 19:30:16
302,Manokwari,ID,-0.8667,134.0833,77.41,83,100,4.29,heavy intensity rain,2022-02-14 19:30:16
303,Boyolangu,ID,-8.1181,111.8935,74.41,96,100,3.8,moderate rain,2022-02-14 19:30:17
304,Luganville,VU,-15.5333,167.1667,80.85,83,57,8.57,broken clouds,2022-02-14 19:30:17
305,Shetpe,KZ,44.1667,52.1167,31.44,65,23,2.48,few clouds,2022-02-14 19:30:18
306,Khor,RU,47.8861,134.9464,9.63,95,100,8.21,overcast clouds,2022-02-14 19:30:18
307,Svarstad,NO,59.399,9.9698,41.83,57,100,4.85,snow,2022-02-14 19:30:18
308,Ribera,IT,37.4984,13.2642,55.71,93,36,5.77,scattered clouds,2022-02-14 19:30:19
309,Quatre Cocos,MU,-20.2078,57.7625,81.09,88,49,12.17,moderate rain,2022-02-14 19:30:19
310,Melito Di Porto Salvo,IT,37.9222,15.7714,56.73,71,75,5.75,broken clouds,2022-02-14 19:30:19
311,Ahuimanu,US,21.4447,-157.8378,75.45,64,20,8.05,few clouds,2022-02-14 19:30:20
312,Kodiak,US,57.79,-152.4072,38.71,75,100,10.36,overcast clouds,2022-02-14 19:30:20
313,Alofi,NU,-19.0595,-169.9187,76.89,88,75,3.44,broken clouds,2022-02-14 19:30:20
314,Panalingaan,PH,8.7842,117.4231,77.13,82,100,2.66,overcast clouds,2022-02-14 19:30:21
315,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.03,71,95,4.41,overcast clouds,2022-02-14 19:30:21
316,Udaipur,IN,24.5712,73.6918,58.91,34,0,6.53,clear sky,2022-02-14 19:29:17
317,Sokoni,TZ,-6.4333,39.55,80.51,81,100,8.48,overcast clouds,2022-02-14 19:30:21
318,Fougamou,GA,-1.2154,10.5838,74.1,95,100,3.15,overcast clouds,2022-02-14 19:30:22
319,Udachnyy,RU,66.4167,112.4,-22.09,84,68,3.33,broken clouds,2022-02-14 19:30:22
320,Hasaki,JP,35.7333,140.8333,32.29,52,47,3.51,scattered clouds,2022-02-14 19:30:22
321,Mount Gambier,AU,-37.8333,140.7667,51.71,93,39,9.22,scattered clouds,2022-02-14 19:30:23
322,Jorochito,BO,-18.05,-63.4333,88.12,37,91,7.38,overcast clouds,2022-02-14 19:30:23
323,Pineville,US,31.3224,-92.4343,68.25,26,0,10.36,clear sky,2022-02-14 19:30:23
324,Manjeri,IN,11.1167,76.1167,79.48,83,20,0.0,few clouds,2022-02-14 19:30:24
325,Vila Velha,BR,-20.3297,-40.2925,84.15,83,40,17.27,scattered clouds,2022-02-14 19:27:16
326,Selma,US,36.5708,-119.6121,74.03,46,100,2.86,overcast clouds,2022-02-14 19:30:24
327,Ettaiyapuram,IN,9.1441,77.9907,75.45,75,24,6.71,few clouds,2022-02-14 19:30:24
328,Buala,SB,-8.145,159.5921,78.82,87,100,7.76,light rain,2022-02-14 19:30:25
329,Aksarka,RU,66.5606,67.7975,-31.22,100,89,1.41,overcast clouds,2022-02-14 19:30:25
330,Portsmouth,GB,50.799,-1.0913,46.72,88,71,15.99,broken clouds,2022-02-14 19:30:25
331,Nioro,GM,13.35,-15.75,85.44,11,22,7.7,few clouds,2022-02-14 19:30:26
332,Kichera,RU,55.9375,110.0997,-13.29,80,1,4.72,clear sky,2022-02-14 19:30:26
333,Inongo,CD,-1.95,18.2667,77.09,71,87,5.41,overcast clouds,2022-02-14 19:30:26
334,Rudnogorsk,RU,57.2639,103.7519,-29.51,100,36,2.37,scattered clouds,2022-02-14 19:30:27
335,Bulgan,MN,48.8125,103.5347,-16.73,97,30,2.59,scattered clouds,2022-02-14 19:30:27
336,Homer,US,59.6425,-151.5483,31.77,93,100,8.99,mist,2022-02-14 19:30:27
337,Mayumba,GA,-3.432,10.6554,77.58,82,100,1.39,overcast clouds,2022-02-14 19:30:28
338,Imeni Stepana Razina,RU,54.8932,44.2963,21.96,95,96,9.55,overcast clouds,2022-02-14 19:30:28
339,Havelock,US,34.8791,-76.9013,51.78,52,20,9.22,few clouds,2022-02-14 19:30:28
340,Taksimo,RU,56.3444,114.8794,-24.23,92,60,1.32,broken clouds,2022-02-14 19:30:29
341,Batemans Bay,AU,-35.7167,150.1833,67.1,85,0,4.18,clear sky,2022-02-14 19:30:29
342,Kathu,TH,7.9178,98.3332,82.62,80,100,14.94,overcast clouds,2022-02-14 19:30:29
343,Gandajika,CD,-6.75,23.95,66.36,93,17,3.44,few clouds,2022-02-14 19:30:30
344,Santa Maria,BR,-29.6842,-53.8069,81.7,32,0,4.61,clear sky,2022-02-14 19:29:23
345,Mazyr,BY,52.0495,29.2456,29.62,78,2,10.45,clear sky,2022-02-14 19:30:30
346,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,79.99,43,0,10.74,clear sky,2022-02-14 19:30:30
347,Yagodnoye,RU,62.55,149.6667,-30.78,99,56,4.12,broken clouds,2022-02-14 19:30:31
348,Ranikhet,IN,29.65,79.4167,38.41,87,10,2.8,clear sky,2022-02-14 19:30:31
349,San Severino Marche,IT,43.2281,13.1802,50.56,81,52,5.5,broken clouds,2022-02-14 19:30:31
350,Matay,EG,28.419,30.7792,56.16,56,0,10.16,clear sky,2022-02-14 19:30:32
351,La Ronge,CA,55.1001,-105.2842,-1.95,60,75,8.05,broken clouds,2022-02-14 19:30:32
352,Pavlohrad,UA,48.5167,35.8667,31.15,65,0,5.23,clear sky,2022-02-14 19:30:32
353,Itarema,BR,-2.9248,-39.9167,82.81,72,62,15.21,light rain,2022-02-14 19:30:32
354,Ozerna,UA,49.6289,25.329,30.2,74,12,10.83,few clouds,2022-02-14 19:30:33
355,Camacha,PT,33.0833,-16.3333,59.54,67,20,6.91,few clouds,2022-02-14 19:30:33
356,Chokurdakh,RU,70.6333,147.9167,-22.4,97,25,7.4,scattered clouds,2022-02-14 19:30:33
357,Raga,SS,8.4596,25.678,75.29,13,8,3.96,clear sky,2022-02-14 19:30:17
358,Songjianghe,CN,42.1859,127.479,0.07,96,100,3.6,overcast clouds,2022-02-14 19:30:34
359,Klaksvik,FO,62.2266,-6.589,31.12,59,100,18.54,overcast clouds,2022-02-14 19:30:34
360,Chapais,CA,49.7834,-74.8492,-0.62,76,100,8.16,overcast clouds,2022-02-14 19:30:35
361,Ixtapa,MX,20.7,-105.2,81.63,54,0,10.36,clear sky,2022-02-14 19:30:35
362,Poopo,BO,-18.3667,-66.9667,59.5,41,53,7.65,broken clouds,2022-02-14 19:30:35
363,Novo Aripuana,BR,-5.1206,-60.3797,72.79,99,100,1.81,overcast clouds,2022-02-14 19:30:35
364,Hami,CN,42.8,93.45,27.27,44,33,4.56,scattered clouds,2022-02-14 19:30:36
365,Duku,NG,11.2361,4.9073,85.53,12,39,7.23,scattered clouds,2022-02-14 19:30:36
366,Smithers,CA,54.7804,-127.1743,34.12,93,40,2.3,scattered clouds,2022-02-14 19:25:43
367,Road Town,VG,18.4167,-64.6167,80.69,65,40,9.22,scattered clouds,2022-02-14 19:27:02
368,Khatanga,RU,71.9667,102.5,-30.08,100,39,2.8,scattered clouds,2022-02-14 19:30:37
369,Muisne,EC,0.6,-80.0333,77.11,88,88,7.61,light rain,2022-02-14 19:30:37
370,Banda Aceh,ID,5.5577,95.3222,79.16,79,72,3.76,broken clouds,2022-02-14 19:30:37
371,Bosaso,SO,11.2842,49.1816,73.9,73,7,3.13,clear sky,2022-02-14 19:30:38
372,Tucupita,VE,9.0622,-62.051,84.85,50,100,5.35,overcast clouds,2022-02-14 19:30:38
373,Rapid City,US,44.0805,-103.231,46.45,45,0,19.57,clear sky,2022-02-14 19:26:50
374,Kulachi,PK,31.9286,70.4592,60.24,39,6,0.92,clear sky,2022-02-14 19:30:38
375,Atocha,BO,-20.9333,-66.2333,62.44,37,99,8.08,overcast clouds,2022-02-14 19:30:39
376,Tura,IN,25.5198,90.2201,56.61,52,0,3.33,clear sky,2022-02-14 19:30:39
377,Sainte-Maxime,FR,43.3,6.6333,50.94,94,100,9.48,overcast clouds,2022-02-14 19:30:39
378,Saint Marys,US,30.7305,-81.5465,62.06,28,0,9.22,clear sky,2022-02-14 19:30:40
379,Wahiawa,US,21.5028,-158.0236,72.46,66,0,3.44,clear sky,2022-02-14 19:27:05
380,Yulara,AU,-25.2406,130.9889,76.84,36,4,6.91,clear sky,2022-02-14 19:30:40
381,Siocon,PH,7.7061,122.1353,76.33,87,7,7.72,clear sky,2022-02-14 19:30:40
382,Urucara,BR,-2.5364,-57.76,78.58,94,97,1.41,light rain,2022-02-14 19:30:41
383,Voi,KE,-3.3945,38.563,75.07,77,100,4.74,light rain,2022-02-14 19:30:41
384,Shelburne,CA,44.0787,-80.2041,14.76,68,100,8.81,overcast clouds,2022-02-14 19:29:54
385,Demyansk,RU,57.643,32.466,30.54,85,100,11.1,overcast clouds,2022-02-14 19:30:41
386,Sao Filipe,CV,14.8961,-24.4956,73.13,67,100,11.07,overcast clouds,2022-02-14 19:30:42
387,Geraldton,AU,-28.7667,114.6,79.21,69,0,8.05,clear sky,2022-02-14 19:30:42
388,Yerbogachen,RU,61.2767,108.0108,-10.12,100,100,2.62,overcast clouds,2022-02-14 19:30:42
389,Watertown,US,42.3709,-71.1828,24.3,45,20,18.41,few clouds,2022-02-14 19:30:43
390,Derzhavinsk,KZ,51.1,66.3167,12.02,92,100,17.43,overcast clouds,2022-02-14 19:30:43
391,Tessalit,ML,20.1986,1.0114,66.51,16,84,10.47,broken clouds,2022-02-14 19:30:43
392,Nago,JP,26.5881,127.9761,62.67,69,0,12.44,clear sky,2022-02-14 19:30:44
393,Caravelas,BR,-17.7125,-39.2481,81.86,72,0,8.9,clear sky,2022-02-14 19:30:44
394,Gat,IL,31.61,34.7642,55.4,100,0,1.01,clear sky,2022-02-14 19:30:44
395,Pokhara,NP,28.2333,83.9833,54.43,66,61,2.13,broken clouds,2022-02-14 19:30:45
396,Ibipeba,BR,-11.6408,-42.0111,78.1,67,100,1.21,overcast clouds,2022-02-14 19:30:45
397,Limbang,MY,4.75,115.0,80.91,98,90,1.1,overcast clouds,2022-02-14 19:30:45
398,Maragogi,BR,-9.0122,-35.2225,83.37,67,100,12.84,overcast clouds,2022-02-14 19:28:54
399,Llanes,ES,43.4198,-4.7549,48.27,84,90,18.54,overcast clouds,2022-02-14 19:30:46
400,Verkhnyaya Inta,RU,65.9811,60.3094,-5.94,95,10,5.14,clear sky,2022-02-14 19:30:46
401,Ajaigarh,IN,24.9,80.2667,57.15,41,0,4.14,clear sky,2022-02-14 19:30:46
402,Banswada,IN,18.3833,77.8833,69.82,37,5,7.67,clear sky,2022-02-14 19:30:47
403,Nakamura,JP,32.9833,132.9333,39.09,81,0,4.63,clear sky,2022-02-14 19:30:47
404,Tiznit,MA,29.5833,-9.5,54.16,75,1,2.89,clear sky,2022-02-14 19:30:47
405,Alekseyevka,RU,50.6309,38.6903,12.24,93,43,5.3,scattered clouds,2022-02-14 19:30:48
406,Soyo,AO,-6.1349,12.3689,78.71,86,18,6.31,few clouds,2022-02-14 19:30:48
407,Jiwani,PK,25.05,61.7417,71.37,48,0,7.14,clear sky,2022-02-14 19:30:48
408,Kongoussi,BF,13.3258,-1.5347,80.08,11,0,9.6,clear sky,2022-02-14 19:30:49
409,Mana,GF,5.6592,-53.7767,79.21,83,68,9.44,broken clouds,2022-02-14 19:30:49
410,Nelson Bay,AU,-32.7167,152.15,71.01,90,43,1.01,scattered clouds,2022-02-14 19:30:49
411,Salalah,OM,17.0151,54.0924,77.09,19,0,11.5,clear sky,2022-02-14 19:30:50
412,Medea,DZ,36.2642,2.7539,48.65,90,10,5.08,clear sky,2022-02-14 19:30:50
413,Upata,VE,8.0086,-62.3989,81.14,54,100,6.13,overcast clouds,2022-02-14 19:30:50
414,Hofn,IS,64.2539,-15.2082,35.62,64,75,18.41,broken clouds,2022-02-14 19:30:51
415,Neiafu,TO,-18.65,-173.9833,77.68,94,20,0.0,few clouds,2022-02-14 19:30:51
416,Tacuarembo,UY,-31.7333,-55.9833,87.46,17,0,9.64,clear sky,2022-02-14 19:30:51
417,Hambantota,LK,6.1241,81.1185,76.35,72,89,14.32,overcast clouds,2022-02-14 19:30:52
418,Kavkazskiy,RU,44.2672,42.2347,24.33,84,90,11.97,overcast clouds,2022-02-14 19:30:52
419,Alta Floresta,BR,-9.8756,-56.0861,76.82,100,40,4.61,light rain,2022-02-14 19:30:52
420,Brae,GB,60.3964,-1.353,35.51,66,70,14.41,broken clouds,2022-02-14 19:30:52
421,Fairbanks,US,64.8378,-147.7164,-0.18,81,91,1.01,overcast clouds,2022-02-14 19:30:53
422,Hamilton,US,39.1834,-84.5333,30.65,60,75,9.22,broken clouds,2022-02-14 19:30:53
423,Tabas,IR,33.5959,56.9244,50.34,43,0,3.51,clear sky,2022-02-14 19:30:54
424,Hopkinsville,US,36.8656,-87.4886,46.49,45,3,1.01,clear sky,2022-02-14 19:30:54
425,Cap-Aux-Meules,CA,47.3821,-61.8597,17.65,92,100,26.46,overcast clouds,2022-02-14 19:30:54
426,Rawson,AR,-43.3002,-65.1023,65.55,50,100,9.62,overcast clouds,2022-02-14 19:30:55
427,Palu,ID,-0.8917,119.8707,75.99,95,92,2.39,overcast clouds,2022-02-14 19:30:55
428,Jumla,NP,29.2747,82.1838,28.81,72,2,6.44,clear sky,2022-02-14 19:30:55
429,Puri,IN,19.8,85.85,61.32,50,4,3.29,clear sky,2022-02-14 19:30:56
430,Bata,GQ,1.8639,9.7658,82.26,89,20,2.3,few clouds,2022-02-14 19:30:56
431,Clinton,US,42.587,-82.9199,23.9,53,40,9.22,scattered clouds,2022-02-14 19:27:18
432,Midland,US,31.9974,-102.0779,69.35,13,0,10.36,clear sky,2022-02-14 19:26:11
433,Trairi,BR,-3.2778,-39.2689,82.42,72,28,12.68,scattered clouds,2022-02-14 19:30:57
434,Okha,RU,53.5739,142.9478,-10.46,98,79,13.89,broken clouds,2022-02-14 19:30:57
435,Sibu,MY,2.3,111.8167,73.71,100,40,2.3,scattered clouds,2022-02-14 19:30:57
436,Tiksi,RU,71.6872,128.8694,-15.77,92,4,3.76,clear sky,2022-02-14 19:30:58
437,Olafsvik,IS,64.8945,-23.7142,36.27,69,100,27.07,overcast clouds,2022-02-14 19:30:58
438,Hatillo,PR,18.4863,-66.8254,84.49,67,49,11.01,scattered clouds,2022-02-14 19:30:58
439,Ibra,OM,22.6906,58.5334,63.66,61,1,4.23,clear sky,2022-02-14 19:30:59
440,Asgabat,TM,37.95,58.3833,35.46,87,75,9.22,broken clouds,2022-02-14 19:30:59
441,Jasper,US,37.2001,-94.3502,58.28,32,0,6.91,clear sky,2022-02-14 19:30:53
442,Iquique,CL,-20.2208,-70.1431,75.24,67,67,7.23,broken clouds,2022-02-14 19:30:35
443,Saint-Pierre,RE,-21.3393,55.4781,80.28,74,0,3.44,clear sky,2022-02-14 19:30:59
444,Komsomolskiy,UZ,40.4272,71.7189,41.72,65,75,18.41,broken clouds,2022-02-14 19:31:00
445,Bathsheba,BB,13.2167,-59.5167,77.61,73,75,5.75,broken clouds,2022-02-14 19:31:00
446,Andapa,MG,-14.65,49.65,69.24,96,100,3.09,overcast clouds,2022-02-14 19:31:00
447,Namie,JP,37.4833,141.0,31.96,86,100,3.69,overcast clouds,2022-02-14 19:31:01
448,Le Mars,US,42.7942,-96.1656,28.56,50,0,3.44,clear sky,2022-02-14 19:31:01
449,Lethem,GY,3.3803,-59.7968,95.49,33,98,11.81,overcast clouds,2022-02-14 19:31:02
450,Vardo,NO,70.3705,31.1107,28.6,86,75,13.8,broken clouds,2022-02-14 19:31:02
451,Rocha,UY,-34.4833,-54.3333,77.81,41,0,12.64,clear sky,2022-02-14 19:31:02
452,Nantucket,US,41.2835,-70.0995,23.97,77,100,26.24,light snow,2022-02-14 19:27:34
453,Touros,BR,-5.1989,-35.4608,86.9,70,14,13.91,few clouds,2022-02-14 19:31:03
454,Namibe,AO,-15.1961,12.1522,76.96,83,100,3.24,overcast clouds,2022-02-14 19:31:03
455,Krasnoselkup,RU,65.7,82.4667,-8.23,93,7,13.11,clear sky,2022-02-14 19:31:04
456,Qunduz,AF,36.729,68.857,43.57,71,97,2.82,overcast clouds,2022-02-14 19:31:04
457,Ippy,CF,6.2679,21.2247,84.58,14,100,2.33,overcast clouds,2022-02-14 19:31:04
458,Visnes,NO,59.3556,5.2242,41.58,93,75,5.75,light intensity drizzle,2022-02-14 19:31:05
459,Port Macquarie,AU,-31.4333,152.9167,65.89,100,100,0.0,overcast clouds,2022-02-14 19:31:05
460,Ankeny,US,41.7297,-93.6058,31.84,66,100,9.22,overcast clouds,2022-02-14 19:31:03
461,Krasnogorsk,RU,55.8225,37.3181,30.45,69,0,15.66,clear sky,2022-02-14 19:31:05
462,Tevaitoa,PF,-16.7833,-151.5,80.87,77,100,18.37,overcast clouds,2022-02-14 19:31:06
463,Skjervoy,NO,70.0311,20.9714,30.38,45,95,22.88,light snow,2022-02-14 19:31:06
464,Omboue,GA,-1.5746,9.2618,77.76,83,99,6.06,overcast clouds,2022-02-14 19:31:06
465,Makakilo City,US,21.3469,-158.0858,74.28,64,0,6.91,clear sky,2022-02-14 19:31:07
466,Acarau,BR,-2.8856,-40.12,83.08,72,74,16.46,light rain,2022-02-14 19:31:07
467,Ostrovnoy,RU,68.0531,39.5131,15.96,84,7,25.3,clear sky,2022-02-14 19:31:07
468,Murmashi,RU,68.8154,32.8115,28.81,86,75,15.99,broken clouds,2022-02-14 19:31:08
469,Carlagan,PH,14.975,122.0456,76.96,81,73,7.09,broken clouds,2022-02-14 19:31:08
470,Fengzhen,CN,40.4394,113.1536,2.84,94,35,1.63,scattered clouds,2022-02-14 19:31:08
471,Bambanglipuro,ID,-7.95,110.2833,60.6,89,100,3.31,light rain,2022-02-14 19:31:09
472,Canela,BR,-29.3656,-50.8156,77.29,43,0,3.0,clear sky,2022-02-14 19:31:09
473,Coahuayana,MX,18.7333,-103.6833,92.68,43,86,7.07,overcast clouds,2022-02-14 19:31:09
474,Vestmannaeyjar,IS,63.4427,-20.2734,36.86,95,100,50.33,light rain,2022-02-14 19:31:10
475,Boyuibe,BO,-20.4167,-63.2833,84.11,39,99,8.43,overcast clouds,2022-02-14 19:31:10
476,Richards Bay,ZA,-28.783,32.0377,74.59,75,36,8.63,scattered clouds,2022-02-14 19:31:10
477,Ambilobe,MG,-13.2,49.05,74.88,93,98,1.1,overcast clouds,2022-02-14 19:31:11
478,Cecava,BA,44.6867,17.7706,41.77,83,97,4.74,overcast clouds,2022-02-14 19:31:11
479,Maceio,BR,-9.6658,-35.7353,87.24,62,40,16.11,scattered clouds,2022-02-14 19:29:53
480,Vanavara,RU,60.34,102.2797,-26.16,100,54,3.33,broken clouds,2022-02-14 19:31:11
481,Quesnel,CA,52.9999,-122.5029,37.9,81,100,9.22,overcast clouds,2022-02-14 19:30:52
482,Labytnangi,RU,66.6572,66.4183,-24.14,100,97,1.92,overcast clouds,2022-02-14 19:31:12
483,Kichmengskiy Gorodok,RU,59.9816,45.7854,26.13,95,100,7.38,overcast clouds,2022-02-14 19:31:12
484,Strezhevoy,RU,60.7333,77.5889,-4.02,97,100,5.61,overcast clouds,2022-02-14 19:31:13
485,Sullana,PE,-4.9039,-80.6853,85.1,44,79,9.33,broken clouds,2022-02-14 19:31:13
486,Clyde River,CA,70.4692,-68.5914,-10.97,77,100,21.85,light snow,2022-02-14 19:31:13
487,Reconquista,AR,-29.15,-59.65,94.86,13,0,3.15,clear sky,2022-02-14 19:31:14
488,Vershino-Darasunskiy,RU,52.35,115.5167,-14.78,99,99,3.04,overcast clouds,2022-02-14 19:31:14
489,Dalby,AU,-27.1833,151.2667,65.1,90,0,14.16,clear sky,2022-02-14 19:31:14
490,Severo-Kurilsk,RU,50.6789,156.125,25.97,81,100,10.04,overcast clouds,2022-02-14 19:31:15
491,Zyryanovsk,KZ,49.7386,84.2719,16.81,96,100,1.03,snow,2022-02-14 19:31:15
492,Waingapu,ID,-9.6567,120.2641,78.35,86,2,7.27,clear sky,2022-02-14 19:31:15
493,Vilhena,BR,-12.7406,-60.1458,75.42,73,75,3.44,broken clouds,2022-02-14 19:27:53
494,Mananara,MG,-16.1667,49.7667,75.2,94,93,5.5,overcast clouds,2022-02-14 19:31:16
495,Safranbolu,TR,41.2508,32.6942,37.31,97,99,1.05,overcast clouds,2022-02-14 19:31:16
496,Podgornoye,RU,51.735,39.1496,26.82,68,0,8.95,clear sky,2022-02-14 19:28:45
497,Cururupu,BR,-1.8283,-44.8683,79.45,83,94,5.5,overcast clouds,2022-02-14 19:31:17
498,Purpe,RU,64.4803,76.6897,-1.53,97,98,8.23,overcast clouds,2022-02-14 19:31:17
499,Bilma,NE,18.6853,12.9164,72.16,11,1,8.61,clear sky,2022-02-14 19:31:17
500,Manta,EC,-0.95,-80.7333,80.37,72,100,6.42,overcast clouds,2022-02-14 19:31:18
501,Boaco,NI,12.4722,-85.6586,87.64,30,20,21.65,few clouds,2022-02-14 19:31:18
502,Salinopolis,BR,-0.6136,-47.3561,79.05,87,94,10.45,overcast clouds,2022-02-14 19:31:18
503,Launceston,AU,-41.45,147.1667,60.8,91,100,6.91,overcast clouds,2022-02-14 19:29:46
504,Zhob,PK,31.3411,69.4481,51.24,45,22,6.53,few clouds,2022-02-14 19:27:24
505,Taft,IR,31.7471,54.2088,42.75,36,0,2.3,clear sky,2022-02-14 19:31:19
506,College,US,64.8569,-147.8028,-0.2,81,92,3.53,overcast clouds,2022-02-14 19:31:19
507,Zeya,RU,53.75,127.2667,-3.62,93,31,4.76,scattered clouds,2022-02-14 19:31:20
508,Tual,ID,-5.6667,132.75,82.89,73,100,8.32,overcast clouds,2022-02-14 19:31:20
509,Peschanokopskoye,RU,46.1961,41.0775,32.76,62,0,9.22,clear sky,2022-02-14 19:31:20
510,Pangai,TO,-19.8,-174.35,78.91,73,20,12.66,few clouds,2022-02-14 19:31:21
511,Shu,KZ,43.5983,73.7614,29.71,69,100,10.89,overcast clouds,2022-02-14 19:31:21
512,Kangaatsiaq,GL,68.3065,-53.4641,-13.0,98,70,1.52,broken clouds,2022-02-14 19:31:21
513,Namatanai,PG,-3.6667,152.4333,78.75,82,79,4.68,broken clouds,2022-02-14 19:31:21
514,Benguela,AO,-12.5763,13.4055,78.55,77,100,5.26,overcast clouds,2022-02-14 19:31:22
515,Rodino,RU,52.5,80.25,23.65,89,100,17.02,overcast clouds,2022-02-14 19:31:22
516,Grao Mogol,BR,-16.5594,-42.8897,75.79,83,65,1.14,light rain,2022-02-14 19:31:23
517,Kieta,PG,-6.2167,155.6333,79.07,85,100,6.29,overcast clouds,2022-02-14 19:31:23
518,Yarmouth,US,41.7057,-70.2286,24.35,75,100,9.22,overcast clouds,2022-02-14 19:31:23
519,Sidi Ali,DZ,36.0998,0.4206,52.84,86,12,14.32,few clouds,2022-02-14 19:31:23
520,Umm Kaddadah,SD,13.6017,26.6876,67.6,12,24,13.13,few clouds,2022-02-14 19:31:24
521,Skowhegan,US,44.7651,-69.7192,17.83,56,100,10.76,overcast clouds,2022-02-14 19:31:24
522,Gravdal,NO,68.1214,13.5031,24.48,100,100,8.05,shower snow,2022-02-14 19:31:24
523,Ishigaki,JP,24.3448,124.1572,67.23,59,47,20.96,scattered clouds,2022-02-14 19:31:25
524,Port Hedland,AU,-20.3167,118.5667,82.45,83,38,9.22,scattered clouds,2022-02-14 19:31:25
525,Charcas,MX,23.1333,-101.1167,58.15,44,21,5.7,few clouds,2022-02-14 19:31:25
526,Mecca,SA,21.4267,39.8261,74.88,32,0,3.69,clear sky,2022-02-14 19:26:42
